Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹),Days Installed Before Last Purchase
2023-01-27,2023-01-19,1,5,116,29,7,0,1,99,8
2023-02-11,2023-01-20,0,1,9,6,0,0,0,80,22
2023-01-31,2023-01-16,2,7,145,9,6,0,0,243,15
2023-01-26,2022-12-29,2,2,111,39,1,0,0,421,28
2023-02-04,2023-01-07,1,2,70,34,6,0,0,351,28
2023-01-23,2023-01-12,2,9,169,17,10,0,0,552,11
2023-01-31,2023-01-02,1,8,146,32,2,1,0,425,29
2023-01-25,2023-01-23,0,4,168,4,1,1,0,848,2
2023-02-14,2023-01-16,0,3,24,16,5,0,0,238,29
2023-02-01,2023-01-09,1,3,137,19,11,0,0,235,23
2023-01-27,2023-01-17,0,2,30,2,2,0,0,392,10
2023-02-05,2023-02-01,0,7,172,22,0,0,0,270,4
2023-01-18,2022-12-21,0,6,73,2,5,0,1,218,28
2023-01-30,2023-01-04,1,3,61,23,5,0,0,234,26
2023-01-20,2022-12-26,0,1,9,25,4,0,0,80,25
2023-01-24,2022-12-29,0,0,92,21,3,0,0,174,26
2023-01-26,2023-01-24,0,7,130,9,5,0,0,218,2
2023-01-23,2023-01-03,2,6,47,16,15,0,0,164,20
2023-02-04,2023-01-21,0,7,124,22,5,0,0,272,14
2023-01-16,2023-01-04,0,8,6,28,0,1,0,491,12
2023-01-17,2023-01-09,1,5,109,28,5,0,0,60,8
2023-02-07,2023-02-02,1,6,130,4,3,0,1,197,5
2023-01-26,2023-01-15,1,8,65,24,15,1,0,410,11
2023-01-17,2023-01-08,1,0,48,17,8,0,0,170,9
2023-02-13,2023-02-11,1,3,167,27,0,0,0,200,2
2023-02-05,2023-01-31,1,5,57,40,6,0,1,99,5
2023-01-19,2023-01-07,0,8,62,38,1,1,0,454,12
2023-02-07,2023-01-26,0,9,16,40,5,0,0,642,12
2023-01-15,2023-01-05,0,2,81,1,5,0,0,434,10
2023-01-23,2023-01-17,1,9,108,35,10,0,0,503,6
2023-01-17,2022-12-26,0,5,39,22,3,0,0,60,22
2023-01-16,2023-01-08,1,3,152,12,6,0,1,214,8
2023-02-08,2023-01-11,0,2,45,32,0,0,0,486,28
2023-02-08,2023-01-22,0,1,51,17,4,0,0,97,17
2023-01-16,2023-01-05,2,5,40,13,2,0,1,70,11
2023-01-28,2023-01-14,0,0,69,2,1,0,1,196,14
2023-02-11,2023-01-15,1,1,69,36,8,0,0,91,27
2023-02-04,2023-01-29,0,1,137,5,5,0,0,96,6
2023-01-23,2023-01-08,2,0,157,29,4,0,0,158,15
2023-01-20,2023-01-14,0,0,138,31,2,0,0,133,6
2023-01-20,2023-01-08,0,3,178,29,3,0,0,233,12
2023-02-05,2023-01-08,1,2,137,26,10,0,0,359,28
2023-01-31,2023-01-15,0,9,55,31,3,0,1,570,16
2023-01-26,2023-01-24,2,0,60,40,0,0,1,161,2
2023-01-19,2023-01-14,0,9,71,37,1,0,0,577,5
2023-01-23,2022-12-26,2,6,14,30,7,0,0,165,28
2023-02-14,2023-01-26,2,7,150,39,15,0,0,221,19
2023-01-29,2023-01-21,1,4,11,39,2,1,0,965,8
2023-01-28,2023-01-10,0,6,125,38,3,0,1,241,18
2023-02-10,2023-01-13,1,8,164,11,1,1,0,524,28
2023-02-08,2023-02-07,0,2,46,28,4,0,0,454,1
2023-02-03,2023-01-22,1,2,126,21,3,0,0,363,12
2023-01-16,2023-01-11,1,9,26,21,15,0,0,643,5
2023-01-26,2022-12-30,0,4,71,2,5,1,0,833,27
2023-02-06,2023-01-23,2,7,68,23,4,0,0,292,14
2023-01-20,2022-12-31,0,5,62,25,2,0,0,70,20
2023-02-07,2023-01-22,0,3,70,20,3,0,1,232,16
2023-01-26,2023-01-04,0,5,161,26,4,0,0,70,22
2023-02-03,2023-01-22,1,5,158,40,0,0,0,86,12
2023-02-03,2023-01-13,0,4,59,1,4,1,1,899,21
2023-01-15,2023-01-10,1,4,173,1,11,1,1,956,5
2023-01-23,2023-01-16,0,7,109,11,1,0,1,267,7
2023-02-08,2023-01-28,1,3,32,14,10,0,1,233,11
2023-01-20,2022-12-29,0,9,167,35,4,0,0,560,22
2023-02-10,2023-01-24,0,1,20,1,3,0,0,86,17
2023-01-22,2023-01-20,0,3,66,22,3,0,0,208,2
2023-01-31,2023-01-22,1,3,118,6,5,0,0,217,9
2023-02-05,2023-01-12,0,1,160,1,1,0,0,95,24
2023-02-02,2023-01-19,0,7,89,38,3,0,1,266,14
2023-01-28,2023-01-27,0,6,22,22,3,0,0,182,1
2023-02-12,2023-01-29,0,9,137,19,0,0,1,655,14
2023-02-05,2023-01-07,0,5,31,27,1,0,1,61,29
2023-02-11,2023-02-05,0,6,54,25,3,0,0,151,6
2023-01-20,2023-01-02,0,6,13,36,1,0,0,163,18
2023-02-01,2023-01-03,0,6,144,8,1,0,1,164,29
2023-02-01,2023-01-29,0,4,113,12,5,1,0,892,3
2023-01-24,2023-01-22,0,7,137,18,2,0,0,289,2
2023-02-14,2023-01-24,1,0,92,20,6,0,1,117,21
2023-02-09,2023-01-31,0,0,166,5,1,0,0,145,9
2023-01-20,2022-12-31,1,3,141,16,10,0,0,219,20
2023-01-16,2023-01-06,1,1,123,19,7,0,0,90,10
2023-02-10,2023-02-05,1,5,142,18,14,0,0,89,5
2023-01-18,2023-01-11,0,1,59,10,0,0,1,99,7
2023-02-13,2023-01-25,0,3,96,30,1,0,0,235,19
2023-01-19,2022-12-23,0,2,21,13,0,0,1,380,27
2023-02-07,2023-01-12,0,0,37,1,2,0,1,168,26
2023-01-26,2023-01-11,1,4,63,25,2,1,0,925,15
2023-01-26,2023-01-23,2,5,95,10,10,0,0,74,3
2023-02-09,2023-01-20,0,2,168,19,1,0,1,479,20
2023-02-08,2023-02-04,0,6,111,13,3,0,0,185,4
2023-01-21,2023-01-16,0,4,75,23,1,1,1,912,5
2023-01-26,2023-01-18,2,8,165,31,6,1,1,412,8
2023-02-14,2023-02-12,0,5,172,19,3,0,0,90,2
2023-02-14,2023-01-30,1,8,82,27,14,1,1,438,15
2023-01-23,2023-01-03,0,3,101,10,5,0,1,224,20
2023-01-20,2022-12-24,1,8,26,20,4,1,0,526,27
2023-01-15,2022-12-28,1,4,161,1,2,1,0,994,18
2023-01-23,2023-01-01,1,7,71,5,14,0,0,242,22
2023-02-07,2023-01-31,2,9,134,7,10,0,0,671,7
2023-02-02,2023-01-23,0,4,53,30,1,1,0,877,10
2023-02-01,2023-01-08,0,2,79,31,2,0,0,477,24
2023-02-06,2023-01-22,0,5,43,22,1,0,1,62,15
2023-02-08,2023-01-15,0,2,169,10,3,0,0,461,24
2023-01-27,2023-01-12,0,3,155,3,3,0,1,233,15
2023-01-30,2023-01-10,1,4,67,17,12,1,0,854,20
2023-01-21,2023-01-16,1,7,140,13,8,0,0,230,5
2023-01-30,2023-01-12,0,2,67,32,0,0,0,407,18
2023-01-16,2022-12-31,1,8,170,33,0,1,0,530,16
2023-01-28,2022-12-31,1,2,172,7,4,0,0,351,28
2023-01-29,2023-01-14,0,3,154,19,1,0,1,249,15
2023-01-19,2023-01-07,2,3,111,10,3,0,0,217,12
2023-01-20,2023-01-19,0,1,100,5,0,0,0,94,1
2023-02-12,2023-01-18,1,2,86,9,5,0,0,402,25
2023-02-08,2023-01-28,1,5,86,24,9,0,0,71,11
2023-02-01,2023-01-26,2,4,45,29,9,1,0,965,6
2023-02-14,2023-01-19,2,0,105,34,8,0,0,194,26
2023-01-24,2023-01-22,0,3,165,38,2,0,0,208,2
2023-01-16,2022-12-26,0,7,152,13,0,0,0,229,21
2023-01-29,2023-01-05,0,1,58,16,0,0,0,91,24
2023-01-28,2023-01-08,0,7,136,13,1,0,0,260,20
2023-02-11,2023-02-03,2,3,97,6,2,0,0,201,8
2023-02-06,2023-01-25,1,5,116,22,12,0,1,82,12
2023-02-09,2023-01-13,0,0,132,28,0,0,0,124,27
2023-01-20,2023-01-06,0,7,127,27,3,0,0,271,14
2023-01-21,2022-12-27,0,8,114,21,2,1,0,582,25
2023-01-25,2023-01-10,0,2,22,38,3,0,0,438,15
2023-01-19,2022-12-27,0,4,67,20,2,1,0,868,23
2023-01-22,2023-01-17,0,7,19,35,3,0,0,202,5
2023-01-25,2023-01-09,0,8,89,29,0,1,0,434,16
2023-01-19,2023-01-11,0,5,36,26,5,0,0,70,8
2023-02-12,2023-01-19,0,1,175,16,1,0,0,85,24
2023-02-07,2023-01-16,0,9,88,30,2,0,1,557,22
2023-01-27,2023-01-25,1,5,167,34,10,0,0,81,2
2023-02-08,2023-01-19,0,9,126,22,1,0,0,601,20
2023-02-08,2023-01-10,1,6,50,29,6,0,0,208,29
2023-02-12,2023-02-10,0,2,92,7,3,0,0,496,2
2023-02-10,2023-01-18,1,3,169,20,5,0,0,212,23
2023-02-10,2023-01-26,1,1,113,35,1,0,0,82,15
2023-02-01,2023-01-09,1,4,48,40,10,1,0,899,23
2023-02-14,2023-02-13,0,8,99,3,3,1,0,485,1
2023-01-28,2023-01-02,0,0,23,38,4,0,0,173,26
2023-01-19,2022-12-20,1,2,76,22,10,0,0,455,30
2023-02-13,2023-02-01,0,7,22,35,3,0,1,219,12
2023-01-28,2023-01-20,0,2,31,37,3,0,0,362,8
2023-02-14,2023-01-27,1,1,47,27,10,0,1,92,18
2023-01-22,2023-01-05,1,9,164,9,6,0,0,568,17
2023-01-29,2023-01-14,0,1,49,15,5,0,0,80,15
2023-01-15,2023-01-06,0,7,14,19,0,0,1,241,9
2023-01-23,2023-01-19,0,0,18,17,4,0,0,167,4
2023-02-03,2023-01-21,1,8,174,20,12,1,1,582,13
2023-02-06,2023-01-16,0,2,51,37,0,0,1,465,21
2023-01-28,2023-01-12,0,1,125,2,1,0,1,99,16
2023-02-07,2023-01-12,0,3,56,38,4,0,0,249,26
2023-01-22,2023-01-20,1,6,114,32,3,0,0,150,2
2023-02-12,2023-01-14,1,8,23,16,3,1,1,416,29
2023-01-17,2022-12-24,0,6,23,23,0,0,0,217,24
2023-01-17,2023-01-16,0,5,165,23,3,0,0,88,1
2023-02-07,2023-01-29,0,6,34,11,1,0,1,171,9
2023-02-09,2023-01-27,0,1,129,20,1,0,0,98,13
2023-02-03,2023-01-13,1,4,13,32,1,1,0,903,21
2023-01-19,2022-12-20,1,0,146,19,5,0,0,123,30
2023-01-15,2022-12-28,0,5,167,22,4,0,1,83,18
2023-01-31,2023-01-14,0,6,171,14,4,0,1,238,17
2023-02-02,2023-01-16,1,2,147,15,7,0,0,486,17
2023-02-12,2023-02-05,0,1,40,1,4,0,0,99,7
2023-02-01,2023-01-07,0,2,50,34,0,0,0,372,25
2023-02-09,2023-01-11,1,3,114,30,0,0,1,207,29
2023-01-23,2023-01-13,0,1,76,1,2,0,0,95,10
2023-01-17,2022-12-18,0,8,19,9,4,1,1,589,30
2023-01-28,2023-01-15,2,4,46,3,3,1,1,824,13
2023-01-24,2023-01-08,1,3,37,19,12,0,1,208,16
2023-01-24,2023-01-14,0,6,83,1,3,0,0,239,10
2023-01-24,2023-01-09,1,1,162,4,8,0,0,95,15
2023-01-31,2023-01-28,0,1,135,18,0,0,0,87,3
2023-02-05,2023-01-30,0,7,146,25,3,0,0,223,6
2023-02-10,2023-01-23,0,2,76,28,1,0,0,494,18
2023-02-14,2023-01-30,0,3,66,31,2,0,1,237,15
2023-01-23,2023-01-13,0,7,172,17,5,0,0,251,10
2023-01-30,2023-01-08,0,2,176,21,2,0,0,395,22
2023-01-23,2023-01-15,1,1,32,37,15,0,0,82,8
2023-02-03,2023-01-16,0,8,9,6,2,1,0,514,18
2023-02-06,2023-01-15,1,1,60,40,0,0,0,93,22
2023-02-01,2023-01-07,0,6,112,4,2,0,1,212,25
2023-01-25,2023-01-18,0,8,34,26,0,1,1,429,7
2023-02-13,2023-02-11,2,5,94,22,10,0,0,74,2
2023-02-05,2023-01-24,0,9,49,32,3,0,0,535,12
2023-01-27,2022-12-30,2,4,5,8,13,1,1,844,28
2023-02-10,2023-02-01,0,9,163,14,3,0,0,502,9
2023-01-22,2023-01-10,0,7,128,35,4,0,1,285,12
2023-02-13,2023-01-24,0,1,171,5,5,0,0,84,20
2023-01-25,2022-12-30,1,2,175,37,11,0,0,457,26
2023-02-08,2023-01-24,1,9,19,18,0,0,1,693,15
2023-01-18,2023-01-02,2,2,85,38,0,0,1,351,16
2023-01-17,2023-01-15,0,1,154,14,5,0,1,99,2
2023-01-26,2023-01-18,0,2,28,34,2,0,0,400,8
2023-02-05,2023-01-15,0,9,99,25,3,0,0,617,21
2023-01-17,2023-01-10,1,7,160,30,0,0,1,261,7
2023-01-15,2023-01-05,0,2,95,40,5,0,0,374,10
2023-01-27,2022-12-30,0,9,58,11,3,0,1,560,28
2023-02-08,2023-01-28,1,9,11,37,3,0,1,681,11
2023-02-06,2023-01-13,1,2,111,37,0,0,0,480,24
2023-01-25,2023-01-11,1,5,177,27,3,0,0,77,14
2023-01-31,2023-01-30,1,3,162,33,13,0,1,242,1
2023-01-27,2022-12-29,1,5,62,22,14,0,0,68,29
2023-01-18,2022-12-28,0,1,29,18,2,0,1,99,21
2023-01-29,2023-01-02,0,5,121,23,2,0,0,71,27
2023-01-27,2023-01-11,0,4,129,26,5,1,0,806,16
2023-02-04,2023-01-21,0,4,64,9,1,1,1,959,14
2023-01-19,2022-12-26,0,3,82,5,0,0,1,200,24
2023-01-25,2022-12-26,0,0,111,13,3,0,0,106,30
2023-01-30,2023-01-28,1,1,46,22,2,0,0,88,2
2023-02-05,2023-02-03,0,7,114,16,0,0,0,249,2
2023-02-01,2023-01-19,1,7,65,40,2,0,1,222,13
2023-02-01,2023-01-28,0,5,162,1,3,0,0,74,4
2023-01-27,2023-01-11,1,7,79,16,14,0,1,249,16
2023-01-23,2023-01-21,1,3,130,25,15,0,0,248,2
2023-01-16,2023-01-10,0,2,32,39,0,0,0,451,6
2023-02-09,2023-02-04,0,0,89,9,4,0,0,172,5
2023-01-25,2023-01-23,0,7,34,24,4,0,1,212,2
2023-01-31,2023-01-16,0,0,160,13,3,0,0,180,15
2023-02-13,2023-02-06,0,1,91,6,0,0,0,91,7
2023-01-18,2022-12-31,0,5,12,30,4,0,0,67,18
2023-02-10,2023-02-07,1,5,100,18,1,0,0,79,3
2023-02-08,2023-01-25,1,0,167,20,0,0,0,190,14
2023-01-15,2023-01-14,1,7,66,28,0,0,1,207,1
2023-02-05,2023-01-08,0,0,70,5,3,0,1,155,28
2023-01-22,2023-01-12,0,5,121,20,2,0,0,57,10
2023-01-25,2023-01-13,0,4,84,9,3,1,0,988,12
2023-01-31,2023-01-12,0,9,123,13,3,0,0,635,19
2023-02-02,2023-01-29,2,0,107,33,4,0,1,186,4
2023-01-21,2023-01-14,2,1,98,40,2,0,0,93,7
2023-01-16,2023-01-04,0,4,118,15,3,1,0,949,12
2023-02-10,2023-02-03,1,4,29,26,7,1,1,805,7
2023-02-08,2023-01-14,1,7,175,9,5,0,0,253,25
2023-02-12,2023-01-21,1,7,75,8,7,0,0,266,22
2023-01-19,2023-01-12,1,2,16,12,6,0,0,429,7
2023-01-31,2023-01-18,2,7,95,19,5,0,0,281,13
2023-01-30,2023-01-03,1,0,114,18,14,0,0,177,27
2023-01-25,2023-01-08,1,5,15,13,1,0,1,55,17
2023-02-13,2023-01-24,1,1,180,32,8,0,0,89,20
2023-02-08,2023-01-19,0,1,116,3,1,0,1,83,20
2023-02-01,2023-01-11,0,8,130,17,4,1,0,547,21
2023-01-30,2023-01-09,1,0,20,26,3,0,0,197,21
2023-02-14,2023-02-05,0,7,94,9,2,0,0,201,9
2023-02-13,2023-02-08,0,6,116,4,0,0,0,205,5
2023-01-23,2023-01-10,0,0,147,28,3,0,0,143,13
2023-01-17,2023-01-06,0,6,85,12,3,0,1,226,11
2023-01-30,2023-01-16,0,0,89,12,3,0,0,193,14
2023-01-19,2022-12-29,0,5,173,13,3,0,0,52,21
2023-02-12,2023-01-16,0,3,34,7,3,0,0,235,27
2023-01-26,2023-01-11,0,2,63,40,2,0,0,457,15
2023-02-06,2023-01-30,0,9,133,21,5,0,1,697,7
2023-02-03,2023-01-27,1,0,115,1,14,0,0,157,7
2023-01-30,2023-01-16,1,0,151,13,1,0,0,115,14
2023-01-20,2023-01-18,0,1,12,36,1,0,0,93,2
2023-02-11,2023-01-13,1,2,172,2,4,0,0,482,29
2023-02-07,2023-02-05,0,2,114,21,0,0,0,463,2
2023-01-25,2023-01-15,2,7,59,14,4,0,0,298,10
2023-02-06,2023-02-04,0,9,110,6,2,0,0,666,2
2023-02-03,2023-01-08,2,9,104,35,15,0,0,513,26
2023-02-13,2023-01-27,2,9,120,18,11,0,1,538,17
2023-02-08,2023-02-06,0,4,25,8,2,1,1,969,2
2023-01-28,2023-01-15,1,3,6,32,1,0,1,245,13
2023-01-28,2023-01-03,0,4,50,30,4,1,1,991,25
2023-02-08,2023-01-29,0,6,6,37,1,0,0,195,10
2023-01-20,2023-01-16,1,3,154,3,7,0,0,228,4
2023-01-17,2023-01-08,0,7,14,3,4,0,0,272,9
2023-01-29,2023-01-11,0,9,88,14,3,0,0,691,18
2023-02-13,2023-01-31,2,3,17,14,2,0,0,215,13
2023-01-16,2022-12-19,0,2,139,10,2,0,1,456,28
2023-02-05,2023-01-20,0,8,88,7,3,1,1,458,16
2023-02-06,2023-01-30,0,2,178,15,4,0,0,450,7
2023-01-19,2023-01-08,2,3,24,27,3,0,0,239,11
2023-01-31,2023-01-18,0,4,7,3,0,1,1,863,13
2023-01-22,2023-01-01,0,0,110,24,4,0,1,197,21
2023-02-11,2023-02-05,2,6,87,6,13,0,0,248,6
2023-02-08,2023-01-13,0,8,53,30,1,1,0,486,26
2023-01-29,2023-01-22,0,0,169,1,0,0,0,116,7
2023-01-27,2023-01-13,1,5,94,36,14,0,0,65,14
2023-01-18,2022-12-29,0,8,20,32,3,1,1,518,20
2023-01-28,2023-01-17,1,9,50,2,6,0,0,554,11
2023-02-13,2023-01-16,1,5,47,9,3,0,0,97,28
2023-01-30,2023-01-14,0,9,179,24,0,0,0,518,16
2023-02-03,2023-01-12,0,3,144,37,3,0,0,200,22
2023-02-14,2023-01-20,2,1,13,28,1,0,1,94,25
2023-01-15,2023-01-05,0,6,171,14,0,0,1,199,10
2023-01-23,2023-01-01,0,0,176,14,4,0,0,110,22
2023-02-02,2023-01-19,0,4,125,1,1,1,1,962,14
2023-01-24,2023-01-10,0,0,176,29,2,0,0,183,14
2023-01-28,2023-01-15,1,6,36,38,2,0,0,170,13
2023-02-07,2023-02-06,0,0,154,12,5,0,0,177,1
2023-01-19,2023-01-09,1,8,74,37,2,1,1,522,10
2023-02-12,2023-01-26,0,6,15,5,0,0,0,168,17
2023-02-08,2023-02-07,0,3,158,3,2,0,0,206,1
2023-01-16,2023-01-10,0,6,66,29,5,0,0,202,6
2023-02-02,2023-01-18,1,3,43,25,0,0,1,213,15
2023-02-07,2023-02-03,0,4,99,29,1,1,1,922,4
2023-01-24,2023-01-13,2,4,6,14,15,1,0,918,11
2023-01-20,2023-01-19,0,7,145,22,5,0,0,236,1
2023-01-31,2023-01-08,0,2,12,20,4,0,0,434,23
2023-02-07,2023-01-14,0,5,6,11,3,0,1,99,24
2023-02-14,2023-01-21,2,4,126,25,1,1,0,859,24
2023-02-02,2023-01-25,1,0,158,15,8,0,0,130,8
2023-02-05,2023-01-18,0,1,103,11,5,0,1,86,18
2023-01-16,2023-01-07,2,0,77,39,13,0,0,196,9
2023-01-28,2023-01-20,2,4,112,11,2,1,0,842,8
2023-02-01,2023-01-17,0,0,123,25,2,0,0,141,15
2023-01-23,2023-01-21,1,7,90,27,3,0,0,251,2
2023-02-08,2023-01-25,0,5,127,3,0,0,1,63,14
2023-01-30,2023-01-09,1,3,177,8,5,0,0,200,21
2023-01-31,2023-01-18,0,0,146,37,4,0,1,183,13
2023-02-02,2023-01-26,0,0,173,6,5,0,0,102,7
2023-01-27,2023-01-22,1,1,32,34,12,0,0,89,5
2023-01-20,2022-12-23,0,8,169,30,0,1,0,479,28
2023-01-17,2022-12-24,0,9,47,34,1,0,0,607,24
2023-02-08,2023-01-20,0,6,61,6,0,0,1,227,19
2023-01-29,2023-01-13,0,5,102,21,3,0,0,85,16
2023-02-06,2023-01-30,0,5,138,31,5,0,1,75,7
2023-01-25,2022-12-26,0,2,5,14,2,0,0,432,30
2023-01-19,2023-01-18,0,2,150,14,1,0,0,492,1
2023-01-25,2023-01-14,2,4,38,6,12,1,0,980,11
2023-01-16,2023-01-04,0,6,120,35,5,0,1,214,12
2023-01-16,2023-01-08,1,0,28,1,8,0,0,144,8
2023-01-17,2023-01-03,0,9,108,3,4,0,0,623,14
2023-02-01,2023-01-04,1,0,30,22,12,0,0,196,28
2023-01-20,2022-12-31,0,9,166,40,0,0,0,676,20
2023-01-17,2022-12-20,0,4,152,18,2,1,0,934,28
2023-02-01,2023-01-21,2,9,44,38,10,0,1,604,11
2023-01-16,2022-12-17,0,1,151,20,2,0,0,83,30
2023-02-14,2023-01-23,0,3,83,12,1,0,1,223,22
2023-01-18,2023-01-17,0,2,18,10,3,0,0,450,1
2023-01-19,2023-01-05,1,1,28,28,9,0,0,88,14
2023-02-13,2023-02-05,0,6,148,15,2,0,0,176,8
2023-01-20,2023-01-17,1,0,155,3,3,0,0,179,3
2023-01-17,2023-01-04,0,8,21,35,2,1,0,545,13
2023-02-04,2023-01-22,0,0,149,27,0,0,0,154,13
2023-02-09,2023-01-18,0,4,153,4,4,1,0,918,22
2023-02-12,2023-02-01,0,9,178,9,0,0,0,677,11
2023-01-30,2023-01-23,0,0,41,30,2,0,0,183,7
2023-02-09,2023-01-18,2,3,20,25,1,0,1,214,22
2023-01-24,2023-01-22,2,3,170,38,2,0,0,236,2
2023-01-23,2023-01-05,2,6,115,26,13,0,0,192,18
2023-02-10,2023-01-31,0,0,114,31,3,0,0,175,10
2023-01-16,2022-12-18,1,4,162,35,7,1,1,965,29
2023-02-13,2023-01-15,0,5,14,37,2,0,0,95,29
2023-01-23,2023-01-01,1,0,72,23,3,0,0,144,22
2023-01-26,2023-01-12,0,9,46,13,5,0,0,641,14
2023-02-09,2023-01-18,1,2,128,6,7,0,0,455,22
2023-02-02,2023-01-05,0,8,90,24,2,1,0,462,28
2023-01-23,2022-12-28,1,7,74,23,8,0,0,289,26
2023-01-23,2023-01-02,0,7,163,6,1,0,0,236,21
2023-01-22,2023-01-21,0,2,174,40,1,0,0,409,1
2023-01-18,2022-12-23,0,0,48,6,3,0,0,152,26
2023-01-29,2023-01-28,0,0,179,25,2,0,0,179,1
2023-01-26,2023-01-09,0,7,118,38,2,0,1,222,17
2023-01-20,2023-01-08,1,5,121,10,13,0,0,55,12
2023-01-17,2022-12-29,0,7,73,27,0,0,1,245,19
2023-01-29,2023-01-02,0,1,108,33,3,0,1,81,27
2023-01-21,2022-12-29,0,5,105,25,5,0,0,78,23
2023-01-23,2023-01-15,0,5,173,12,5,0,0,69,8
2023-02-01,2023-01-10,1,0,151,15,0,0,0,100,22
2023-01-15,2023-01-09,0,8,167,5,1,1,0,454,6
2023-01-24,2023-01-06,0,9,136,28,1,0,0,696,18
2023-01-16,2023-01-07,1,9,23,13,14,0,0,640,9
2023-01-23,2023-01-22,0,8,175,32,4,1,0,535,1
2023-01-31,2023-01-07,1,6,35,11,11,0,0,236,24
2023-01-23,2022-12-29,0,6,152,11,5,0,0,181,25
2023-02-03,2023-01-24,0,0,133,7,5,0,0,113,10
2023-01-29,2023-01-25,0,1,169,29,3,0,1,93,4
2023-02-08,2023-01-09,0,7,111,37,1,0,1,257,30
2023-01-20,2023-01-14,0,1,118,11,3,0,0,93,6
2023-01-21,2023-01-20,0,1,45,18,3,0,0,93,1
2023-02-05,2023-02-03,0,2,80,10,0,0,0,446,2
2023-02-07,2023-01-28,0,4,74,6,0,1,1,996,10
2023-02-06,2023-01-23,0,9,31,36,2,0,0,649,14
2023-02-04,2023-01-10,0,3,79,8,3,0,1,209,25
2023-01-24,2023-01-15,0,7,119,2,5,0,0,234,9
2023-02-12,2023-01-25,0,8,53,13,1,1,0,555,18
2023-02-01,2023-01-09,0,0,100,17,5,0,0,114,23
2023-02-03,2023-01-29,1,4,32,20,5,1,1,951,5
2023-02-09,2023-01-18,0,4,35,3,1,1,0,836,22
2023-02-01,2023-01-26,0,2,125,23,1,0,0,472,6
2023-01-27,2023-01-07,0,3,56,3,3,0,1,231,20
2023-02-07,2023-01-12,0,1,117,33,4,0,0,86,26
2023-01-28,2023-01-26,0,0,77,15,4,0,0,106,2
2023-02-02,2023-01-11,2,8,76,36,11,1,0,503,22
2023-01-28,2023-01-23,1,0,79,35,3,0,0,135,5
2023-02-04,2023-01-21,0,4,98,37,0,1,0,897,14
2023-01-19,2023-01-15,0,1,137,9,2,0,0,94,4
2023-01-23,2022-12-30,0,1,156,4,1,0,0,91,24
2023-02-08,2023-01-15,1,8,21,26,15,1,0,499,24
2023-01-30,2023-01-12,1,4,109,17,11,1,1,985,18
2023-02-07,2023-01-26,0,1,13,15,0,0,0,96,12
2023-01-16,2023-01-15,2,9,104,34,7,0,0,578,1
2023-01-18,2022-12-23,0,8,96,34,1,1,0,516,26
2023-02-03,2023-01-27,0,4,120,31,1,1,0,934,7
2023-02-02,2023-01-28,0,0,126,11,5,0,1,181,5
2023-01-29,2023-01-08,0,8,115,14,3,1,0,504,21
2023-01-21,2023-01-11,1,0,46,36,3,0,1,130,10
2023-02-11,2023-01-12,0,5,113,24,1,0,1,76,30
2023-01-31,2023-01-16,0,9,128,30,1,0,1,571,15
2023-02-06,2023-02-01,1,9,25,12,6,0,0,522,5
2023-01-30,2023-01-14,0,7,37,5,0,0,0,236,16
2023-02-07,2023-02-06,1,7,109,31,2,0,0,232,1
2023-01-25,2023-01-10,0,2,171,23,1,0,0,356,15
2023-01-24,2023-01-17,1,1,10,27,13,0,0,98,7
2023-02-02,2023-01-12,0,0,113,12,3,0,0,113,21
2023-01-22,2022-12-27,0,5,12,17,5,0,0,72,26
2023-01-25,2023-01-04,0,1,147,20,1,0,0,94,21
2023-02-06,2023-01-19,0,5,79,19,5,0,0,76,18
2023-01-25,2022-12-28,0,0,149,16,5,0,0,133,28
2023-02-10,2023-01-11,1,8,73,9,6,1,1,426,30
2023-01-21,2022-12-22,1,7,121,10,3,0,1,220,30
2023-02-07,2023-01-20,0,8,10,9,1,1,1,483,18
2023-01-25,2023-01-17,2,6,99,18,7,0,0,167,8
2023-02-11,2023-01-23,1,6,90,34,1,0,0,173,19
2023-02-05,2023-01-11,0,9,155,31,5,0,0,611,25
2023-01-31,2023-01-28,1,6,72,29,3,0,0,218,3
2023-02-03,2023-02-01,1,3,93,27,10,0,1,213,2
2023-02-03,2023-01-05,1,5,99,28,4,0,1,50,29
2023-02-06,2023-01-17,1,2,175,4,11,0,0,436,20
2023-01-30,2023-01-02,1,0,138,36,15,0,0,194,28
2023-01-16,2023-01-09,0,8,34,13,0,1,1,570,7
2023-02-10,2023-02-06,1,7,110,13,10,0,0,255,4
2023-02-07,2023-01-24,0,7,78,24,2,0,0,249,14
2023-01-29,2023-01-28,0,9,165,9,1,0,0,564,1
2023-02-12,2023-01-25,0,6,162,16,3,0,1,151,18
2023-02-01,2023-01-21,1,6,113,5,7,0,0,233,11
2023-02-09,2023-01-25,0,0,88,33,2,0,0,107,15
2023-01-18,2023-01-03,0,3,7,34,3,0,1,237,15
2023-01-27,2023-01-04,0,8,146,20,2,1,0,539,23
2023-02-01,2023-01-18,1,1,97,3,13,0,0,88,14
2023-01-26,2023-01-17,1,0,100,36,13,0,0,198,9
2023-01-30,2023-01-08,1,4,165,7,10,1,0,994,22
2023-02-01,2023-01-05,0,4,5,29,4,1,1,971,27
