Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹)
26/01/2023,24/01/2023,Whales,Power-Up Bundle,01h 02m,5,5,One-time,Yes,242
05/02/2023,16/01/2023,Hardcore,Season Pass,01h 37m,3,15,Subscription,No,474
13/02/2023,24/01/2023,Casual,Premium Weapon,02h 25m,20,4,One-time,No,258
16/01/2023,06/01/2023,Hardcore,Character Skin,01h 25m,28,0,One-time,Yes,160
07/02/2023,10/01/2023,Casual,Coin Pack - 5000,01h 16m,4,4,One-time,Yes,243
30/01/2023,11/01/2023,Casual,Limited-Time Offer Pack,03h 00m,19,5,One-time,No,54
29/01/2023,31/12/2022,Casual,Lifetime Membership,01h 25m,5,2,Subscription,Yes,944
23/01/2023,30/12/2022,Hardcore,Coin Pack - 10000,01h 31m,16,4,One-time,No,426
07/02/2023,17/01/2023,Casual,Coin Pack - 10000,01h 07m,33,2,One-time,Yes,349
16/01/2023,31/12/2022,Casual,Coin Pack - 1000,01h 11m,36,3,One-time,Yes,92
09/02/2023,13/01/2023,Casual,Coin Pack - 10000,01h 32m,31,1,One-time,No,464
08/02/2023,07/02/2023,Casual,Character Skin,01h 52m,20,2,One-time,No,104
26/01/2023,16/01/2023,Casual,Coin Pack - 1000,00h 07m,26,0,One-time,Yes,96
14/02/2023,29/01/2023,Hardcore,Coin Pack - 10000,00h 59m,3,2,One-time,No,376
28/01/2023,21/01/2023,Hardcore,Coin Pack - 10000,01h 34m,30,6,One-time,No,426
10/02/2023,22/01/2023,Casual,Ultra Bundle,02h 34m,13,0,One-time,No,532
20/01/2023,05/01/2023,Casual,Coin Pack - 10000,02h 44m,5,2,One-time,No,378
23/01/2023,03/01/2023,Casual,Limited-Time Offer Pack,02h 52m,8,3,One-time,Yes,70
18/01/2023,15/01/2023,Casual,Coin Pack - 1000,01h 38m,16,3,One-time,Yes,96
20/01/2023,10/01/2023,Casual,Coin Pack - 1000,01h 39m,15,3,One-time,No,90
12/02/2023,17/01/2023,Casual,Limited-Time Offer Pack,00h 11m,38,5,One-time,No,98
18/01/2023,05/01/2023,Casual,Ultra Bundle,02h 23m,6,3,One-time,No,582
11/02/2023,19/01/2023,Casual,Lifetime Membership,02h 08m,5,1,Subscription,Yes,854
16/01/2023,08/01/2023,Hardcore,Lifetime Membership,01h 37m,14,0,Subscription,No,935
12/02/2023,28/01/2023,Casual,Premium Weapon,01h 45m,15,1,One-time,No,223
22/01/2023,07/01/2023,Casual,Coin Pack - 1000,02h 45m,10,0,One-time,Yes,81
11/02/2023,21/01/2023,Casual,Season Pass,02h 25m,5,5,Subscription,No,498
17/01/2023,14/01/2023,Casual,Coin Pack - 10000,02h 56m,23,4,One-time,No,361
06/02/2023,22/01/2023,Hardcore,Limited-Time Offer Pack,00h 15m,12,6,One-time,No,94
11/02/2023,01/02/2023,Casual,Premium Weapon,00h 57m,23,5,One-time,No,268
14/02/2023,03/02/2023,Casual,Coin Pack - 1000,01h 15m,30,0,One-time,No,92
14/02/2023,15/01/2023,Casual,Coin Pack - 10000,00h 52m,27,0,One-time,No,499
17/01/2023,22/12/2022,Whales,Power-Up Bundle,00h 54m,9,6,One-time,No,247
03/02/2023,20/01/2023,Casual,Season Pass,01h 33m,33,1,Subscription,No,596
15/01/2023,19/12/2022,Casual,Limited-Time Offer Pack,01h 37m,37,0,One-time,No,96
03/02/2023,05/01/2023,Whales,Premium Weapon,02h 54m,35,3,One-time,Yes,203
19/01/2023,05/01/2023,Hardcore,Lifetime Membership,02h 01m,25,10,Subscription,No,850
20/01/2023,15/01/2023,Hardcore,Power-Up Bundle,00h 25m,15,0,One-time,Yes,215
21/01/2023,22/12/2022,Casual,Ultra Bundle,01h 02m,21,4,One-time,No,671
10/02/2023,22/01/2023,Hardcore,Premium Weapon,00h 42m,24,9,One-time,Yes,281
09/02/2023,06/02/2023,Casual,Coin Pack - 1000,00h 55m,39,0,One-time,No,86
15/01/2023,11/01/2023,Casual,Coin Pack - 1000,02h 25m,26,5,One-time,No,95
28/01/2023,22/01/2023,Casual,Season Pass,02h 41m,26,5,Subscription,No,532
12/02/2023,23/01/2023,Hardcore,Limited-Time Offer Pack,00h 53m,30,5,One-time,No,96
25/01/2023,03/01/2023,Casual,Season Pass,01h 16m,19,4,Subscription,Yes,543
31/01/2023,28/01/2023,Casual,Limited-Time Offer Pack,00h 28m,22,1,One-time,No,87
12/02/2023,11/02/2023,Casual,Power-Up Bundle,01h 55m,31,2,One-time,Yes,164
23/01/2023,13/01/2023,Hardcore,Ultra Bundle,00h 53m,35,8,One-time,No,645
07/02/2023,27/01/2023,Hardcore,Lifetime Membership,02h 24m,34,6,Subscription,Yes,864
25/01/2023,26/12/2022,Casual,Limited-Time Offer Pack,01h 37m,8,0,One-time,No,96
03/02/2023,13/01/2023,Casual,Character Skin,00h 13m,31,2,One-time,Yes,143
05/02/2023,07/01/2023,Hardcore,Ultra Bundle,01h 25m,23,14,One-time,No,605
03/02/2023,06/01/2023,Hardcore,Coin Pack - 5000,00h 45m,37,13,One-time,No,235
06/02/2023,21/01/2023,Casual,Coin Pack - 10000,01h 14m,21,2,One-time,No,362
30/01/2023,12/01/2023,Casual,Power-Up Bundle,00h 45m,26,1,One-time,No,163
30/01/2023,24/01/2023,Casual,Premium Weapon,01h 41m,29,5,One-time,No,297
30/01/2023,28/01/2023,Hardcore,Ultra Bundle,02h 38m,21,10,One-time,No,533
12/02/2023,05/02/2023,Whales,Season Pass,02h 30m,17,12,Subscription,Yes,468
06/02/2023,03/02/2023,Hardcore,Character Skin,00h 45m,33,9,One-time,No,146
30/01/2023,04/01/2023,Hardcore,Season Pass,01h 39m,17,6,Subscription,Yes,589
18/01/2023,13/01/2023,Casual,Lifetime Membership,01h 02m,26,5,Subscription,Yes,909
08/02/2023,21/01/2023,Casual,Character Skin,02h 27m,8,3,One-time,No,111
05/02/2023,20/01/2023,Hardcore,Power-Up Bundle,00h 54m,32,1,One-time,Yes,228
03/02/2023,20/01/2023,Hardcore,Coin Pack - 10000,00h 45m,6,14,One-time,No,385
01/02/2023,30/01/2023,Hardcore,Premium Weapon,02h 27m,25,9,One-time,No,202
03/02/2023,30/01/2023,Hardcore,Coin Pack - 5000,02h 08m,21,11,One-time,No,235
11/02/2023,31/01/2023,Casual,Character Skin,00h 31m,8,2,One-time,No,130
02/02/2023,11/01/2023,Hardcore,Character Skin,02h 23m,9,12,One-time,No,167
15/01/2023,08/01/2023,Hardcore,Coin Pack - 5000,02h 23m,35,4,One-time,No,201
25/01/2023,02/01/2023,Casual,Coin Pack - 10000,02h 53m,21,5,One-time,Yes,360
10/02/2023,06/02/2023,Casual,Limited-Time Offer Pack,01h 06m,10,1,One-time,No,64
08/02/2023,30/01/2023,Hardcore,Power-Up Bundle,00h 05m,38,0,One-time,Yes,204
05/02/2023,21/01/2023,Casual,Coin Pack - 1000,00h 28m,25,3,One-time,No,87
11/02/2023,21/01/2023,Hardcore,Season Pass,01h 44m,6,14,Subscription,Yes,548
29/01/2023,04/01/2023,Casual,Coin Pack - 10000,01h 06m,6,3,One-time,No,382
12/02/2023,01/02/2023,Casual,Coin Pack - 5000,00h 18m,3,0,One-time,Yes,200
27/01/2023,10/01/2023,Casual,Lifetime Membership,02h 51m,33,4,Subscription,No,826
07/02/2023,09/01/2023,Casual,Coin Pack - 1000,02h 04m,18,3,One-time,Yes,84
13/02/2023,31/01/2023,Casual,Power-Up Bundle,00h 38m,27,0,One-time,No,170
21/01/2023,07/01/2023,Casual,Coin Pack - 10000,02h 17m,13,5,One-time,Yes,396
20/01/2023,21/12/2022,Casual,Limited-Time Offer Pack,02h 17m,23,1,One-time,No,67
26/01/2023,23/01/2023,Casual,Character Skin,01h 59m,39,0,One-time,No,196
05/02/2023,03/02/2023,Casual,Character Skin,01h 12m,15,3,One-time,No,134
12/02/2023,28/01/2023,Whales,Coin Pack - 5000,01h 20m,16,4,One-time,No,234
21/01/2023,08/01/2023,Casual,Premium Weapon,01h 40m,29,2,One-time,No,227
12/02/2023,30/01/2023,Casual,Power-Up Bundle,00h 26m,27,0,One-time,No,195
12/02/2023,22/01/2023,Hardcore,Limited-Time Offer Pack,01h 31m,18,15,One-time,No,98
02/02/2023,29/01/2023,Casual,Coin Pack - 5000,00h 35m,32,0,One-time,No,244
05/02/2023,10/01/2023,Casual,Power-Up Bundle,00h 44m,16,2,One-time,Yes,189
16/01/2023,14/01/2023,Casual,Season Pass,01h 50m,8,1,Subscription,No,487
17/01/2023,21/12/2022,Hardcore,Character Skin,01h 12m,40,0,One-time,No,119
22/01/2023,17/01/2023,Casual,Coin Pack - 10000,02h 36m,9,3,One-time,Yes,488
29/01/2023,28/01/2023,Whales,Coin Pack - 5000,00h 27m,1,9,One-time,Yes,229
23/01/2023,20/01/2023,Casual,Ultra Bundle,00h 47m,4,0,One-time,No,502
29/01/2023,06/01/2023,Hardcore,Coin Pack - 10000,01h 54m,5,1,One-time,Yes,454
20/01/2023,17/01/2023,Whales,Premium Weapon,01h 40m,26,8,One-time,No,233
16/01/2023,19/12/2022,Casual,Lifetime Membership,01h 59m,15,1,Subscription,No,957
10/02/2023,25/01/2023,Casual,Power-Up Bundle,01h 45m,15,3,One-time,Yes,246
03/02/2023,19/01/2023,Hardcore,Coin Pack - 5000,00h 39m,29,12,One-time,No,217
30/01/2023,09/01/2023,Hardcore,Coin Pack - 10000,02h 17m,33,5,One-time,No,497
15/01/2023,04/01/2023,Hardcore,Season Pass,02h 51m,13,3,Subscription,No,401
03/02/2023,15/01/2023,Casual,Lifetime Membership,00h 37m,11,5,Subscription,No,997
06/02/2023,26/01/2023,Casual,Season Pass,00h 53m,14,4,Subscription,No,421
13/02/2023,26/01/2023,Hardcore,Ultra Bundle,02h 51m,20,1,One-time,No,523
29/01/2023,04/01/2023,Hardcore,Coin Pack - 1000,01h 04m,2,5,One-time,No,97
21/01/2023,28/12/2022,Hardcore,Coin Pack - 5000,00h 51m,5,10,One-time,Yes,218
15/01/2023,06/01/2023,Hardcore,Coin Pack - 5000,01h 16m,22,0,One-time,No,244
13/02/2023,22/01/2023,Whales,Power-Up Bundle,00h 06m,25,12,One-time,No,215
23/01/2023,16/01/2023,Casual,Premium Weapon,00h 30m,29,5,One-time,No,214
13/02/2023,03/02/2023,Hardcore,Power-Up Bundle,00h 28m,19,6,One-time,No,238
12/02/2023,10/02/2023,Hardcore,Coin Pack - 10000,02h 25m,18,15,One-time,Yes,404
07/02/2023,08/01/2023,Casual,Season Pass,00h 52m,15,0,Subscription,Yes,430
11/02/2023,18/01/2023,Whales,Coin Pack - 1000,01h 46m,16,0,One-time,No,94
15/01/2023,31/12/2022,Casual,Coin Pack - 10000,00h 15m,10,1,One-time,Yes,395
28/01/2023,22/01/2023,Casual,Coin Pack - 1000,00h 31m,22,3,One-time,Yes,84
31/01/2023,15/01/2023,Casual,Limited-Time Offer Pack,01h 27m,11,4,One-time,Yes,64
30/01/2023,28/01/2023,Casual,Premium Weapon,02h 34m,38,0,One-time,Yes,266
31/01/2023,22/01/2023,Casual,Power-Up Bundle,00h 44m,14,5,One-time,No,216
07/02/2023,31/01/2023,Casual,Character Skin,00h 47m,20,4,One-time,Yes,102
30/01/2023,20/01/2023,Hardcore,Character Skin,01h 18m,13,12,One-time,Yes,192
19/01/2023,07/01/2023,Casual,Season Pass,00h 08m,19,4,Subscription,No,560
13/02/2023,03/02/2023,Hardcore,Character Skin,00h 59m,26,15,One-time,No,125
16/01/2023,24/12/2022,Hardcore,Character Skin,00h 58m,32,14,One-time,No,163
11/02/2023,13/01/2023,Hardcore,Coin Pack - 1000,02h 02m,14,10,One-time,No,92
03/02/2023,19/01/2023,Casual,Coin Pack - 1000,00h 22m,28,2,One-time,No,88
03/02/2023,06/01/2023,Casual,Coin Pack - 1000,01h 37m,4,1,One-time,Yes,79
27/01/2023,23/01/2023,Hardcore,Lifetime Membership,00h 34m,24,4,Subscription,No,816
19/01/2023,26/12/2022,Casual,Coin Pack - 10000,00h 32m,19,4,One-time,No,396
27/01/2023,07/01/2023,Casual,Ultra Bundle,00h 36m,32,0,One-time,No,602
23/01/2023,29/12/2022,Hardcore,Ultra Bundle,02h 11m,17,9,One-time,Yes,645
02/02/2023,17/01/2023,Casual,Coin Pack - 1000,00h 51m,11,3,One-time,No,97
27/01/2023,10/01/2023,Casual,Power-Up Bundle,00h 47m,31,4,One-time,No,215
29/01/2023,18/01/2023,Casual,Premium Weapon,01h 45m,14,1,One-time,No,282
01/02/2023,10/01/2023,Casual,Power-Up Bundle,00h 52m,36,5,One-time,No,174
22/01/2023,13/01/2023,Casual,Ultra Bundle,02h 49m,39,5,One-time,No,550
10/02/2023,04/02/2023,Casual,Season Pass,02h 20m,33,3,Subscription,No,402
18/01/2023,31/12/2022,Casual,Coin Pack - 5000,02h 04m,4,1,One-time,Yes,235
01/02/2023,23/01/2023,Casual,Power-Up Bundle,02h 02m,8,4,One-time,No,172
24/01/2023,15/01/2023,Casual,Coin Pack - 10000,02h 27m,2,4,One-time,No,465
11/02/2023,27/01/2023,Hardcore,Ultra Bundle,00h 07m,31,1,One-time,No,530
18/01/2023,08/01/2023,Casual,Power-Up Bundle,02h 10m,13,4,One-time,No,165
15/01/2023,06/01/2023,Casual,Lifetime Membership,00h 23m,38,0,Subscription,Yes,944
07/02/2023,18/01/2023,Hardcore,Coin Pack - 5000,02h 20m,40,13,One-time,No,220
23/01/2023,15/01/2023,Casual,Coin Pack - 10000,01h 50m,34,3,One-time,No,487
21/01/2023,23/12/2022,Hardcore,Coin Pack - 10000,00h 24m,26,5,One-time,No,437
04/02/2023,15/01/2023,Casual,Limited-Time Offer Pack,02h 34m,30,5,One-time,Yes,74
24/01/2023,04/01/2023,Casual,Premium Weapon,00h 50m,32,4,One-time,No,266
05/02/2023,24/01/2023,Hardcore,Character Skin,02h 22m,19,3,One-time,Yes,117
08/02/2023,18/01/2023,Hardcore,Premium Weapon,00h 41m,3,0,One-time,Yes,257
17/01/2023,12/01/2023,Hardcore,Premium Weapon,02h 32m,32,13,One-time,No,296
25/01/2023,13/01/2023,Hardcore,Coin Pack - 10000,01h 28m,27,10,One-time,No,442
25/01/2023,14/01/2023,Casual,Premium Weapon,00h 45m,18,4,One-time,No,249
02/02/2023,15/01/2023,Hardcore,Power-Up Bundle,00h 23m,19,13,One-time,Yes,188
02/02/2023,13/01/2023,Hardcore,Coin Pack - 5000,01h 59m,25,15,One-time,No,215
06/02/2023,01/02/2023,Whales,Character Skin,01h 18m,7,15,One-time,No,104
05/02/2023,15/01/2023,Casual,Ultra Bundle,01h 14m,5,4,One-time,Yes,631
29/01/2023,10/01/2023,Casual,Premium Weapon,00h 15m,34,1,One-time,No,297
30/01/2023,06/01/2023,Hardcore,Ultra Bundle,02h 30m,12,10,One-time,Yes,570
31/01/2023,17/01/2023,Hardcore,Coin Pack - 10000,01h 02m,10,2,One-time,No,419
29/01/2023,13/01/2023,Casual,Lifetime Membership,00h 46m,36,3,Subscription,No,885
08/02/2023,09/01/2023,Casual,Character Skin,01h 08m,29,5,One-time,No,160
23/01/2023,15/01/2023,Casual,Power-Up Bundle,02h 15m,31,2,One-time,Yes,214
30/01/2023,31/12/2022,Casual,Coin Pack - 1000,01h 31m,34,5,One-time,No,85
24/01/2023,02/01/2023,Whales,Premium Weapon,02h 44m,27,6,One-time,No,239
04/02/2023,12/01/2023,Hardcore,Lifetime Membership,01h 05m,7,13,Subscription,Yes,933
20/01/2023,22/12/2022,Casual,Coin Pack - 5000,01h 39m,34,0,One-time,No,201
24/01/2023,03/01/2023,Whales,Coin Pack - 10000,01h 28m,2,0,One-time,No,466
25/01/2023,17/01/2023,Casual,Character Skin,01h 55m,29,4,One-time,No,107
09/02/2023,07/02/2023,Casual,Coin Pack - 5000,00h 05m,2,4,One-time,Yes,247
26/01/2023,07/01/2023,Casual,Premium Weapon,00h 37m,21,2,One-time,No,279
07/02/2023,16/01/2023,Hardcore,Season Pass,00h 07m,22,8,Subscription,No,555
31/01/2023,26/01/2023,Casual,Character Skin,01h 52m,31,3,One-time,No,176
30/01/2023,25/01/2023,Hardcore,Coin Pack - 5000,02h 58m,37,9,One-time,No,247
12/02/2023,18/01/2023,Hardcore,Premium Weapon,02h 55m,23,9,One-time,Yes,256
05/02/2023,31/01/2023,Hardcore,Coin Pack - 5000,02h 12m,38,13,One-time,Yes,221
02/02/2023,03/01/2023,Hardcore,Season Pass,02h 21m,28,14,Subscription,No,479
19/01/2023,25/12/2022,Hardcore,Coin Pack - 5000,02h 57m,26,15,One-time,Yes,224
12/02/2023,14/01/2023,Whales,Lifetime Membership,02h 58m,3,8,Subscription,Yes,973
27/01/2023,19/01/2023,Hardcore,Limited-Time Offer Pack,01h 56m,29,7,One-time,Yes,99
11/02/2023,20/01/2023,Casual,Coin Pack - 1000,00h 09m,6,0,One-time,No,80
31/01/2023,16/01/2023,Whales,Premium Weapon,02h 25m,9,6,One-time,No,243
26/01/2023,29/12/2022,Whales,Coin Pack - 10000,01h 51m,39,1,One-time,No,421
04/02/2023,07/01/2023,Hardcore,Coin Pack - 10000,01h 10m,34,6,One-time,No,351
23/01/2023,12/01/2023,Whales,Ultra Bundle,02h 49m,17,10,One-time,No,552
31/01/2023,02/01/2023,Hardcore,Season Pass,02h 26m,32,2,Subscription,No,425
25/01/2023,23/01/2023,Casual,Lifetime Membership,02h 48m,4,1,Subscription,No,848
14/02/2023,16/01/2023,Casual,Coin Pack - 5000,00h 24m,16,5,One-time,No,238
01/02/2023,09/01/2023,Hardcore,Coin Pack - 5000,02h 17m,19,11,One-time,No,235
27/01/2023,17/01/2023,Casual,Coin Pack - 10000,00h 30m,2,2,One-time,No,392
05/02/2023,01/02/2023,Casual,Premium Weapon,02h 52m,22,0,One-time,No,270
18/01/2023,21/12/2022,Casual,Power-Up Bundle,01h 13m,2,5,One-time,Yes,218
30/01/2023,04/01/2023,Hardcore,Coin Pack - 5000,01h 01m,23,5,One-time,No,234
20/01/2023,26/12/2022,Casual,Coin Pack - 1000,00h 09m,25,4,One-time,No,80
24/01/2023,29/12/2022,Casual,Character Skin,01h 32m,21,3,One-time,No,174
26/01/2023,24/01/2023,Casual,Premium Weapon,02h 10m,9,5,One-time,No,218
23/01/2023,03/01/2023,Whales,Power-Up Bundle,00h 47m,16,15,One-time,No,164
04/02/2023,21/01/2023,Casual,Premium Weapon,02h 04m,22,5,One-time,No,272
16/01/2023,04/01/2023,Casual,Season Pass,00h 06m,28,0,Subscription,No,491
17/01/2023,09/01/2023,Hardcore,Limited-Time Offer Pack,01h 49m,28,5,One-time,No,60
07/02/2023,02/02/2023,Hardcore,Power-Up Bundle,02h 10m,4,3,One-time,Yes,197
26/01/2023,15/01/2023,Hardcore,Season Pass,01h 05m,24,15,Subscription,No,410
17/01/2023,08/01/2023,Hardcore,Character Skin,00h 48m,17,8,One-time,No,170
13/02/2023,11/02/2023,Hardcore,Coin Pack - 5000,02h 47m,27,0,One-time,No,200
05/02/2023,31/01/2023,Hardcore,Limited-Time Offer Pack,00h 57m,40,6,One-time,Yes,99
19/01/2023,07/01/2023,Casual,Season Pass,01h 02m,38,1,Subscription,No,454
07/02/2023,26/01/2023,Casual,Ultra Bundle,00h 16m,40,5,One-time,No,642
15/01/2023,05/01/2023,Casual,Coin Pack - 10000,01h 21m,1,5,One-time,No,434
23/01/2023,17/01/2023,Hardcore,Ultra Bundle,01h 48m,35,10,One-time,No,503
17/01/2023,26/12/2022,Casual,Limited-Time Offer Pack,00h 39m,22,3,One-time,No,60
16/01/2023,08/01/2023,Hardcore,Coin Pack - 5000,02h 32m,12,6,One-time,Yes,214
08/02/2023,11/01/2023,Casual,Coin Pack - 10000,00h 45m,32,0,One-time,No,486
08/02/2023,22/01/2023,Casual,Coin Pack - 1000,00h 51m,17,4,One-time,No,97
16/01/2023,05/01/2023,Whales,Limited-Time Offer Pack,00h 40m,13,2,One-time,Yes,70
28/01/2023,14/01/2023,Casual,Character Skin,01h 09m,2,1,One-time,Yes,196
11/02/2023,15/01/2023,Hardcore,Coin Pack - 1000,01h 09m,36,8,One-time,No,91
04/02/2023,29/01/2023,Casual,Coin Pack - 1000,02h 17m,5,5,One-time,No,96
23/01/2023,08/01/2023,Whales,Character Skin,02h 37m,29,4,One-time,No,158
20/01/2023,14/01/2023,Casual,Character Skin,02h 18m,31,2,One-time,No,133
20/01/2023,08/01/2023,Casual,Coin Pack - 5000,02h 58m,29,3,One-time,No,233
05/02/2023,08/01/2023,Hardcore,Coin Pack - 10000,02h 17m,26,10,One-time,No,359
31/01/2023,15/01/2023,Casual,Ultra Bundle,00h 55m,31,3,One-time,Yes,570
26/01/2023,24/01/2023,Whales,Character Skin,01h 00m,40,0,One-time,Yes,161
19/01/2023,14/01/2023,Casual,Ultra Bundle,01h 11m,37,1,One-time,No,577
23/01/2023,26/12/2022,Whales,Power-Up Bundle,00h 14m,30,7,One-time,No,165
14/02/2023,26/01/2023,Whales,Premium Weapon,02h 30m,39,15,One-time,No,221
29/01/2023,21/01/2023,Hardcore,Lifetime Membership,00h 11m,39,2,Subscription,No,965
28/01/2023,10/01/2023,Casual,Power-Up Bundle,02h 05m,38,3,One-time,Yes,241
10/02/2023,13/01/2023,Hardcore,Season Pass,02h 44m,11,1,Subscription,No,524
08/02/2023,07/02/2023,Casual,Coin Pack - 10000,00h 46m,28,4,One-time,No,454
03/02/2023,22/01/2023,Hardcore,Coin Pack - 10000,02h 06m,21,3,One-time,No,363
16/01/2023,11/01/2023,Hardcore,Ultra Bundle,00h 26m,21,15,One-time,No,643
26/01/2023,30/12/2022,Casual,Lifetime Membership,01h 11m,2,5,Subscription,No,833
06/02/2023,23/01/2023,Whales,Premium Weapon,01h 08m,23,4,One-time,No,292
20/01/2023,31/12/2022,Casual,Limited-Time Offer Pack,01h 02m,25,2,One-time,No,70
07/02/2023,22/01/2023,Casual,Coin Pack - 5000,01h 10m,20,3,One-time,Yes,232
26/01/2023,04/01/2023,Casual,Limited-Time Offer Pack,02h 41m,26,4,One-time,No,70
03/02/2023,22/01/2023,Hardcore,Limited-Time Offer Pack,02h 38m,40,0,One-time,No,86
03/02/2023,13/01/2023,Casual,Lifetime Membership,00h 59m,1,4,Subscription,Yes,899
15/01/2023,10/01/2023,Hardcore,Lifetime Membership,02h 53m,1,11,Subscription,Yes,956
23/01/2023,16/01/2023,Casual,Premium Weapon,01h 49m,11,1,One-time,Yes,267
08/02/2023,28/01/2023,Hardcore,Coin Pack - 5000,00h 32m,14,10,One-time,Yes,233
20/01/2023,29/12/2022,Casual,Ultra Bundle,02h 47m,35,4,One-time,No,560
10/02/2023,24/01/2023,Casual,Coin Pack - 1000,00h 20m,1,3,One-time,No,86
22/01/2023,20/01/2023,Casual,Coin Pack - 5000,01h 06m,22,3,One-time,No,208
31/01/2023,22/01/2023,Hardcore,Coin Pack - 5000,01h 58m,6,5,One-time,No,217
05/02/2023,12/01/2023,Casual,Coin Pack - 1000,02h 40m,1,1,One-time,No,95
02/02/2023,19/01/2023,Casual,Premium Weapon,01h 29m,38,3,One-time,Yes,266
28/01/2023,27/01/2023,Casual,Power-Up Bundle,00h 22m,22,3,One-time,No,182
12/02/2023,29/01/2023,Casual,Ultra Bundle,02h 17m,19,0,One-time,Yes,655
05/02/2023,07/01/2023,Casual,Limited-Time Offer Pack,00h 31m,27,1,One-time,Yes,61
11/02/2023,05/02/2023,Casual,Power-Up Bundle,00h 54m,25,3,One-time,No,151
20/01/2023,02/01/2023,Casual,Power-Up Bundle,00h 13m,36,1,One-time,No,163
01/02/2023,03/01/2023,Casual,Power-Up Bundle,02h 24m,8,1,One-time,Yes,164
01/02/2023,29/01/2023,Casual,Lifetime Membership,01h 53m,12,5,Subscription,No,892
24/01/2023,22/01/2023,Casual,Premium Weapon,02h 17m,18,2,One-time,No,289
14/02/2023,24/01/2023,Hardcore,Character Skin,01h 32m,20,6,One-time,Yes,117
09/02/2023,31/01/2023,Casual,Character Skin,02h 46m,5,1,One-time,No,145
20/01/2023,31/12/2022,Hardcore,Coin Pack - 5000,02h 21m,16,10,One-time,No,219
16/01/2023,06/01/2023,Hardcore,Coin Pack - 1000,02h 03m,19,7,One-time,No,90
10/02/2023,05/02/2023,Hardcore,Limited-Time Offer Pack,02h 22m,18,14,One-time,No,89
18/01/2023,11/01/2023,Casual,Coin Pack - 1000,00h 59m,10,0,One-time,Yes,99
13/02/2023,25/01/2023,Casual,Coin Pack - 5000,01h 36m,30,1,One-time,No,235
19/01/2023,23/12/2022,Casual,Coin Pack - 10000,00h 21m,13,0,One-time,Yes,380
07/02/2023,12/01/2023,Casual,Character Skin,00h 37m,1,2,One-time,Yes,168
26/01/2023,11/01/2023,Hardcore,Lifetime Membership,01h 03m,25,2,Subscription,No,925
26/01/2023,23/01/2023,Whales,Limited-Time Offer Pack,01h 35m,10,10,One-time,No,74
09/02/2023,20/01/2023,Casual,Coin Pack - 10000,02h 48m,19,1,One-time,Yes,479
08/02/2023,04/02/2023,Casual,Power-Up Bundle,01h 51m,13,3,One-time,No,185
21/01/2023,16/01/2023,Casual,Lifetime Membership,01h 15m,23,1,Subscription,Yes,912
26/01/2023,18/01/2023,Whales,Season Pass,02h 45m,31,6,Subscription,Yes,412
14/02/2023,12/02/2023,Casual,Limited-Time Offer Pack,02h 52m,19,3,One-time,No,90
14/02/2023,30/01/2023,Hardcore,Season Pass,01h 22m,27,14,Subscription,Yes,438
23/01/2023,03/01/2023,Casual,Coin Pack - 5000,01h 41m,10,5,One-time,Yes,224
20/01/2023,24/12/2022,Hardcore,Season Pass,00h 26m,20,4,Subscription,No,526
15/01/2023,28/12/2022,Hardcore,Lifetime Membership,02h 41m,1,2,Subscription,No,994
23/01/2023,01/01/2023,Hardcore,Premium Weapon,01h 11m,5,14,One-time,No,242
07/02/2023,31/01/2023,Whales,Ultra Bundle,02h 14m,7,10,One-time,No,671
02/02/2023,23/01/2023,Casual,Lifetime Membership,00h 53m,30,1,Subscription,No,877
01/02/2023,08/01/2023,Casual,Coin Pack - 10000,01h 19m,31,2,One-time,No,477
06/02/2023,22/01/2023,Casual,Limited-Time Offer Pack,00h 43m,22,1,One-time,Yes,62
08/02/2023,15/01/2023,Casual,Coin Pack - 10000,02h 49m,10,3,One-time,No,461
27/01/2023,12/01/2023,Casual,Coin Pack - 5000,02h 35m,3,3,One-time,Yes,233
30/01/2023,10/01/2023,Hardcore,Lifetime Membership,01h 07m,17,12,Subscription,No,854
21/01/2023,16/01/2023,Hardcore,Premium Weapon,02h 20m,13,8,One-time,No,230
30/01/2023,12/01/2023,Casual,Coin Pack - 10000,01h 07m,32,0,One-time,No,407
16/01/2023,31/12/2022,Hardcore,Season Pass,02h 50m,33,0,Subscription,No,530
28/01/2023,31/12/2022,Hardcore,Coin Pack - 10000,02h 52m,7,4,One-time,No,351
29/01/2023,14/01/2023,Casual,Coin Pack - 5000,02h 34m,19,1,One-time,Yes,249
19/01/2023,07/01/2023,Whales,Coin Pack - 5000,01h 51m,10,3,One-time,No,217
20/01/2023,19/01/2023,Casual,Coin Pack - 1000,01h 40m,5,0,One-time,No,94
12/02/2023,18/01/2023,Hardcore,Coin Pack - 10000,01h 26m,9,5,One-time,No,402
08/02/2023,28/01/2023,Hardcore,Limited-Time Offer Pack,01h 26m,24,9,One-time,No,71
01/02/2023,26/01/2023,Whales,Lifetime Membership,00h 45m,29,9,Subscription,No,965
14/02/2023,19/01/2023,Whales,Character Skin,01h 45m,34,8,One-time,No,194
